bucket,demand,demand_share,market_type
1401-1800,0.0,0.0,GA
>1800,0.0,0.0,GA
<50,0.0,0.0,IA
51-150,0.0,0.0,IA
151-300,0.0,0.0,IA
301-600,0.0,0.0,IA
601-1000,0.007708441757803856,0.9636957931909842,IA
1001-1400,0.0002903912891680591,0.03630420680901589,IA
1401-1800,0.0,0.0,IA
>1800,0.0,0.0,IA
<50,0.0,0.0,ID
51-150,0.0,0.0,ID
151-300,0.0034797320656439505,0.531833476695015,ID
301-600,0.0028371583995365503,0.4336241374609271,ID
601-1000,0.00022600729911243056,0.03454238584405795,ID
1001-1400,0.0,0.0,ID
1401-1800,0.0,0.0,ID
>1800,0.0,0.0,ID
<50,0.0,0.0,IL
51-150,0.0,0.0,IL
151-300,0.0,0.0,IL
301-600,0.02651856206285318,0.7365047153896752,IL
601-1000,0.009051342007565643,0.25138452278733775,IL
1001-1400,0.00043605965083521914,0.01211076182298702,IL
1401-1800,0.0,0.0,IL
>1800,0.0,0.0,IL
<50,0.0,0.0,IN
51-150,0.0,0.0,IN
151-300,0.0,0.0,IN
301-600,0.01814917958942722,0.9376358007189802,IN
601-1000,0.0012071414634916295,0.06236419928101977,IN
1001-1400,0.0,0.0,IN
1401-1800,0.0,0.0,IN
>1800,0.0,0.0,IN
<50,0.0,0.0,KS
51-150,0.0,0.0,KS
151-300,0.0,0.0,KS
301-600,0.000239761111229539,0.04033571585028197,KS
601-1000,0.005515120192154223,0.9278248662182469,KS
1001-1400,0.00018925793340290601,0.031839417931471034,KS
1401-1800,0.0,0.0,KS
>1800,0.0,0.0,KS
<50,0.0,0.0,KY
51-150,0.0,0.0,KY
151-300,0.006221011580711203,0.4809207462559186,KY
301-600,0.00625959701470497,0.4839036270093361,KY
601-1000,0.0004550188008715636,0.03517562673474537,KY
1001-1400,0.0,0.0,KY
1401-1800,0.0,0.0,KY
>1800,0.0,0.0,KY
<50,0.0,0.0,LA
51-150,0.0,0.0,LA
151-300,0.0,0.0,LA
301-600,0.009900864622661733,0.9,LA
601-1000,0.001100096069184637,0.09999999999999999,LA
1001-1400,0.0,0.0,LA
1401-1800,0.0,0.0,LA
>1800,0.0,0.0,LA
<50,0.0,0.0,MA
51-150,0.0007129696281262425,0.026793109083924065,MA
151-300,0.025897216815448015,0.9732068909160759,MA
301-600,0.0,0.0,MA
601-1000,0.0,0.0,MA
1001-1400,0.0,0.0,MA
1401-1800,0.0,0.0,MA
>1800,0.0,0.0,MA
<50,0.0,0.0,MD
51-150,0.0,0.0,MD
151-300,0.015302910081863784,0.806741298780554,MD
301-600,0.003665884629644359,0.19325870121944597,MD
601-1000,0.0,0.0,MD
1001-1400,0.0,0.0,MD
1401-1800,0.0,0.0,MD
>1800,0.0,0.0,MD
<50,0.0,0.0,ME
51-150,0.0,0.0,ME
151-300,0.002616557305186986,0.6931036510550106,ME
301-600,0.0011585740207037123,0.3068963489449894,ME
601-1000,0.0,0.0,ME
1001-1400,0.0,0.0,ME
1401-1800,0.0,0.0,ME
>1800,0.0,0.0,ME
<50,0.0,0.0,MI
51-150,0.0,0.0,MI
151-300,0.0,0.0,MI
301-600,0.029033780478760603,0.9264834830124912,MI
601-1000,0.002274625787278652,0.0725845269612618,MI
1001-1400,2.920634239745432e-05,0.0009319900262469704,MI
1401-1800,0.0,0.0,MI
>1800,0.0,0.0,MI
<50,0.0,0.0,MN
51-150,0.0,0.0,MN
151-300,0.0,0.0,MN
301-600,0.0,0.0,MN
601-1000,0.011750457718819917,0.9569029258262882,MN
1001-1400,0.0005292180995744791,0.043097074173711857,MN
1401-1800,0.0,0.0,MN
>1800,0.0,0.0,MN
<50,0.0,0.0,MO
51-150,0.0,0.0,MO
151-300,0.0,0.0,MO
301-600,0.01131937297236759,0.5920485394146068,MO
601-1000,0.007613268540622918,0.39820443505575104,MO
1001-1400,0.00018635333084395116,0.009747025529642152,MO
1401-1800,0.0,0.0,MO
>1800,0.0,0.0,MO
<50,0.0,0.0,MS
51-150,0.0,0.0,MS
151-300,0.0008922127860394645,0.2084199888946951,MS
301-600,0.0032252038414045847,0.7534042992059731,MS
601-1000,0.00016342414397667088,0.03817571189933184,MS
1001-1400,0.0,0.0,MS
1401-1800,0.0,0.0,MS
>1800,0.0,0.0,MS
<50,0.0,0.0,MT
51-150,0.0,0.0,MT
151-300,0.0,0.0,MT
301-600,0.00252174682165895,0.9746275884645279,MT
601-1000,6.264845519328903e-05,0.02421294329852481,MT
1001-1400,3.000002643002329e-06,0.001159468236947383,MT
1401-1800,0.0,0.0,MT
>1800,0.0,0.0,MT
<50,0.0,0.0,NC
51-150,0.0017243445191475215,0.057824034212141946,NC
151-300,0.011350834300085018,0.38063798945987665,NC
301-600,0.01658485321125568,0.5561551701774254,NC
601-1000,0.00016051824141657072,0.005382806150555907,NC
1001-1400,0.0,0.0,NC
1401-1800,0.0,0.0,NC
>1800,0.0,0.0,NC
<50,0.0,0.0,ND
51-150,0.0,0.0,ND
151-300,0.0,0.0,ND
301-600,0.0,0.0,ND
601-1000,0.0024359925461094334,0.8999999999999999,ND
1001-1400,0.00027066583845660375,0.1,ND
1401-1800,0.0,0.0,ND
>1800,0.0,0.0,ND
<50,0.0,0.0,NE
51-150,0.0,0.0,NE
151-300,0.0,0.0,NE
301-600,0.0001874359651310853,0.04738911573225461,NE
601-1000,0.0036429178094105905,0.9210327033689402,NE
1001-1400,0.00012489971003664456,0.03157818089880539,NE
1401-1800,0.0,0.0,NE
>1800,0.0,0.0,NE
<50,0.0,0.0,NH
51-150,0.0,0.0,NH
151-300,0.005083912478926894,1.0,NH
301-600,0.0,0.0,NH
601-1000,0.0,0.0,NH
1001-1400,0.0,0.0,NH
1401-1800,0.0,0.0,NH
>1800,0.0,0.0,NH
<50,0.0,0.0,NJ
51-150,0.0,0.0,NJ
151-300,0.03535107214429456,1.0,NJ
301-600,0.0,0.0,NJ
601-1000,0.0,0.0,NJ
1001-1400,0.0,0.0,NJ
1401-1800,0.0,0.0,NJ
>1800,0.0,0.0,NJ
<50,0.0,0.0,NM
51-150,0.0,0.0,NM
151-300,0.006048070128349784,0.8730675827618926,NM
301-600,0.0008793089746712068,0.12693241723810741,NM
601-1000,0.0,0.0,NM
1001-1400,0.0,0.0,NM
1401-1800,0.0,0.0,NM
>1800,0.0,0.0,NM
<50,0.0,0.0,NV
51-150,0.0,0.0,NV
151-300,0.000238324209963629,0.01701702523657031,NV
301-600,0.01343667233770833,0.9594165540345388,NV
601-1000,0.0003300487907729847,0.02356642072889082,NV
1001-1400,0.0,0.0,NV
1401-1800,0.0,0.0,NV
>1800,0.0,0.0,NV
<50,0.0037470743011724598,0.05022925258170383,NY
51-150,0.019446465132335784,0.26067842013374426,NY
151-300,0.051405904288601686,0.6890923272845519,NY
301-600,0.0,0.0,NY
601-1000,0.0,0.0,NY
1001-1400,0.0,0.0,NY
1401-1800,0.0,0.0,NY
>1800,0.0,0.0,NY
<50,0.0,0.0,OH
51-150,0.0,0.0,OH
151-300,0.0,0.0,OH
301-600,0.03330128633843327,1.0,OH
601-1000,0.0,0.0,OH
1001-1400,0.0,0.0,OH
1401-1800,0.0,0.0,OH
>1800,0.0,0.0,OH
<50,0.0,0.0,OK
51-150,0.0,0.0,OK
151-300,0.0,0.0,OK
301-600,0.004495311360369309,0.45004505148483687,OK
601-1000,0.005321869721900559,0.5327953818957638,OK
1001-1400,0.00017139971766981795,0.017159566619399314,OK
1401-1800,0.0,0.0,OK
>1800,0.0,0.0,OK
<50,0.0,0.0,OR
51-150,0.0,0.0,OR
151-300,0.0,0.0,OR
301-600,0.0019015846752960992,0.1640037099530167,OR
601-1000,0.008723863385723642,0.7523966610422849,OR
1001-1400,0.0009693181539692937,0.08359962900469833,OR
1401-1800,0.0,0.0,OR
>1800,0.0,0.0,OR
<50,0.0,0.0,PA
51-150,0.004134582642567309,0.09945965895166013,PA
151-300,0.03129251586870648,0.7527586760506486,PA
301-600,0.00614335011229145,0.14778166499769116,PA
601-1000,0.0,0.0,PA
1001-1400,0.0,0.0,PA
1401-1800,0.0,0.0,PA
>1800,0.0,0.0,PA
<50,0.0,0.0,RI
51-150,0.0,0.0,RI
151-300,0.004430023902851059,1.0,RI
301-600,0.0,0.0,RI
601-1000,0.0,0.0,RI
1001-1400,0.0,0.0,RI
1401-1800,0.0,0.0,RI
>1800,0.0,0.0,RI
<50,0.0,0.0,SC
51-150,0.003299486906847965,0.2516419535960683,SC
151-300,0.009812344644675633,0.7483580464039317,SC
301-600,0.0,0.0,SC
601-1000,0.0,0.0,SC
1001-1400,0.0,0.0,SC
1401-1800,0.0,0.0,SC
>1800,0.0,0.0,SC
<50,0.0,0.0,SD
51-150,0.0,0.0,SD
151-300,0.0,0.0,SD
301-600,0.0003749097302954724,0.15959228152922098,SD
601-1000,0.0018890479975846193,0.8041335166604944,SD
1001-1400,8.521434174050176e-05,0.036274201810284776,SD
1401-1800,0.0,0.0,SD
>1800,0.0,0.0,SD
<50,0.0,0.0,TN
51-150,0.0037170542747248163,0.1978150596662064,TN
151-300,0.012049486015597181,0.6412523517157787,TN
301-600,0.002732616007434703,0.14542499479525223,TN
601-1000,0.0002913962567201022,0.015507593822762691,TN
1001-1400,0.0,0.0,TN
1401-1800,0.0,0.0,TN
>1800,0.0,0.0,TN
<50,0.003211366829214177,0.04968093864084677,TX
51-150,0.00017824215703134036,0.002757466878629084,TX
151-300,0.002349194069639976,0.03634283239382646,TX
301-600,0.031149886043049607,0.48189934675036933,TX
601-1000,0.02647419244043021,0.409564774174624,TX
1001-1400,0.0012769364083143092,0.01975464116170438,TX
1401-1800,0.0,0.0,TX
>1800,0.0,0.0,TX
<50,0.009276615172697967,0.8478066403518952,UT
51-150,0.0005056874455106396,0.04621569034234488,UT
151-300,0.0010436373194444787,0.09537990237518383,UT
301-600,0.00011595970216049762,0.01059776693057598,UT
601-1000,0.0,0.0,UT
1001-1400,0.0,0.0,UT
1401-1800,0.0,0.0,UT
>1800,0.0,0.0,UT
<50,0.0,0.0,VA
51-150,0.0,0.0,VA
151-300,0.0010174832964027843,0.03937912958272147,VA
301-600,0.024820652466994823,0.9606208704172785,VA
601-1000,0.0,0.0,VA
1001-1400,0.0,0.0,VA
1401-1800,0.0,0.0,VA
>1800,0.0,0.0,VA
<50,0.0,0.0,VT
51-150,0.0012786961265312876,0.7411427100878571,VT
151-300,0.0004466073934611137,0.2588572899121429,VT
301-600,0.0,0.0,VT
601-1000,0.0,0.0,VT
1001-1400,0.0,0.0,VT
1401-1800,0.0,0.0,VT
>1800,0.0,0.0,VT
<50,0.0,0.0,WA
51-150,0.0,0.0,WA
151-300,0.0,0.0,WA
301-600,0.0034786900647259473,0.16690526815583168,WA
601-1000,0.015885902795480366,0.7621951989522838,WA
1001-1400,0.0014777095018620714,0.07089953289188461,WA
1401-1800,0.0,0.0,WA
>1800,0.0,0.0,WA
<50,0.0,0.0,WI
51-150,0.0,0.0,WI
151-300,0.0,0.0,WI
301-600,0.0,0.0,WI
601-1000,0.012375037435741315,0.9333333333333333,WI
1001-1400,0.000883931245410094,0.06666666666666667,WI
1401-1800,0.0,0.0,WI
>1800,0.0,0.0,WI
<50,0.0,0.0,WV
51-150,0.0,0.0,WV
151-300,0.00048125472398541185,0.08993375141953902,WV
301-600,0.004869958990433871,0.9100662485804609,WV
601-1000,0.0,0.0,WV
1001-1400,0.0,0.0,WV
1401-1800,0.0,0.0,WV
>1800,0.0,0.0,WV
<50,0.0,0.0,WY
51-150,0.00014916213141183778,0.14750259579728062,WY
151-300,0.0002673422355285095,0.2643678615574784,WY
301-600,0.0005352718715745189,0.5293165883807169,WY
601-1000,5.9474652397168765e-05,0.058812954264524105,WY
1001-1400,0.0,0.0,WY
1401-1800,0.0,0.0,WY
>1800,0.0,0.0,WY
